LocID,MeanConsecDistance,MeanConsecVertAngle,Interaction,MovementClass
03_01_0003,0.09679550040200231,0.6811820661903676,0.06593535896176649,1
03_01_0004,0.10256367721918616,0.6801831948094478,0.06976208964235102,1
03_01_0005,0.09741381003459851,0.6872972949929114,0.06695224813173288,1
03_01_0006,0.10665514988100895,0.7222920596155641,0.07703616787616065,1
03_01_0007,0.12352990828857954,0.8989135832404069,0.11104271249704588,1
03_01_0008,0.12231762462740277,0.9570916325867896,0.11706917504877902,1
03_01_0009,0.11338122962398871,0.9711243573421035,0.11010727375325349,1
03_01_0010,0.10329974869573212,0.9644118618183506,0.09962350296501875,1
03_01_0011,0.0928685895728151,0.776057521686759,0.07207136746642367,1
03_01_0012,0.08479197702133169,0.753781635266529,0.06391463509662135,1
03_01_0013,0.08504727640231524,0.7379626495115995,0.06276171342759788,1
03_01_0014,0.10826214221850741,0.7365340100271808,0.07973874974233021,1
03_01_0015,0.10322007768346789,0.7393939419390226,0.07632030012563146,1
03_01_0016,0.09278601323279614,0.7535549672995707,0.06991936116749724,1
03_01_0017,0.08988880936233404,0.7464271705133557,0.06709544963314143,1
03_01_0018,0.0869144794449888,0.702452736829789,0.061053313956268826,1
03_01_0019,0.0827464725651023,0.674238714318856,0.055790875276715064,1
03_01_0020,0.07483835281279577,0.6692614635909964,0.050086425536231056,1
03_01_0021,0.08599065798863281,0.6699883870630133,0.05761274224829132,1
03_01_0022,0.11753863730916161,0.6886223613327954,0.08093973397167388,1
03_01_0023,0.14518425144807703,0.748099153014227,0.108612215539311,1
03_01_0024,0.15687237376151109,0.7723571518880118,0.12116149980835238,1
03_01_0025,0.16492897025205128,0.7811967730786883,0.12884197934809344,1
03_01_0026,0.14724997456500655,0.9576517183853465,0.14101419117437708,1
03_01_0027,0.1566455950398192,0.7826903562883583,0.12260499659271798,1
03_01_0028,0.15077084973993432,0.7717570126168029,0.11635846058498858,1
03_01_0029,0.14417926751840812,0.7718822267335734,0.11128941406092444,1
03_01_0030,0.15464968879451188,0.7698014651350085,0.11904955701668835,1
03_01_0031,0.1584369321546589,0.7649825643375594,0.12120149064544689,1
03_01_0032,0.16724041625049135,0.765477367579218,0.1280187535842788,1
03_01_0033,0.18177413417188026,0.7585505203659884,0.13788486406515676,1
03_01_0034,0.1908848034757479,0.757372730663352,0.1445709448505645,1
03_01_0035,0.19173353451894903,0.7681646473898095,0.14728292293655035,1
03_01_0036,0.1753734252594557,0.779676278702688,0.1367344995896364,1
03_01_0037,0.1464349140057853,0.7836823822719686,0.11475846225584468,1
03_01_0038,0.15310274782927036,0.798452438815644,0.12224526239365746,1
03_01_0039,0.12995146610112704,0.7997490832373536,0.10392856587972639,1
03_01_0040,0.12590750053253635,0.7775810879022298,0.0979032912391402,1
03_01_0041,0.12867298451244708,0.7728935381256726,0.0994505182610151,1
03_01_0042,0.1112611477434154,0.8866554632695658,0.09865030449634159,1
03_01_0043,0.13090779804653752,0.7560019840930878,0.09896655505643961,1
03_01_0044,0.13743062725834668,0.7293573016130369,0.10023603145613481,1
03_01_0045,0.14360402130966762,0.7028954868725671,0.10093861847531732,1
03_01_0046,0.1290872309471127,0.6884821064825007,0.0888742486824612,1
03_01_0047,0.1134254204891112,0.5895278289359112,0.06686744188708854,1
03_01_0048,0.13549172098951193,0.6826048916666749,0.09248731152777713,1
03_01_0049,0.13655970706880532,0.7122090702117371,0.09725906199986102,1
03_01_0050,0.14281231689478263,0.75271654731197,0.10749719408666371,1
03_01_0051,0.14839361373460613,0.758667393061177,0.11258139607896091,1
03_01_0052,0.16379093479181595,0.8985755990048343,0.14717853734211778,1
03_01_0053,0.16138538983862635,0.7585294441527168,0.12241557004866277,1
03_01_0054,0.1714990110380078,0.758868442556574,0.13014518740640568,1
03_01_0055,0.1626820645778583,0.763306984512012,0.12417635614711342,1
03_01_0056,0.15129418081424995,0.7648451094624676,0.11571661428590937,1
03_01_0057,0.14195861788786768,0.7680955767387697,0.10903778647962035,1
03_01_0058,0.1209765158477215,0.8010779044771501,0.09691161380623947,1
03_01_0059,0.11738850442578468,0.6979622092019662,0.08193273988393546,1
03_01_0060,0.0892702684005069,0.625846775849325,0.055869509657661125,1
03_01_0061,0.08412783242225076,0.6007808113358003,0.05054238741856206,1
03_01_0062,0.08744445876133967,0.5684364702883055,0.04970661948456721,1
03_01_0063,0.07805865874192622,0.518023384669055,0.040436210604219334,1
03_01_0064,0.0834733675346796,0.4403400802286205,0.03675666935717394,1
03_01_0065,0.08901488600299932,0.3818549242148408,0.033990772548668,0
03_01_0066,0.08302043073858519,0.2798880285131981,0.02323642468573912,0
03_01_0067,0.1137304115616783,0.2564718722967119,0.029168651590299247,0
03_01_0068,0.09656797798208011,0.28102941113152496,0.027138441986466044,0
03_01_0069,0.09542523534261911,0.2665705103908671,0.025437553689450585,0
03_01_0070,0.09044765486937745,0.20695140305251153,0.01871826907802699,0
03_01_0071,0.07960867262793972,0.20607471167806043,0.01640533425887578,0
03_01_0072,0.08511388914134392,0.09914239846085703,0.008438395111804331,0
03_01_0073,0.05497001424362565,0.11527270448627554,0.0063365422075118165,0
03_01_0074,0.06983295677411218,0.13123772317505117,0.009164718249616248,0
03_01_0075,0.06541982794556365,0.1816690968889165,0.01188476106149885,0
03_01_0076,0.05905580950453279,0.14741593400075406,0.00870576731628131,0
03_01_0077,0.05638977926463541,0.21489674802508382,0.012117980185822453,0
03_01_0078,0.05454600599290248,0.25260886446687875,0.013778804635070658,0
03_01_0079,0.06844297537284935,0.25924331283561847,0.017743383675984114,0
03_01_0080,0.06930886601008096,0.2081606355579644,0.01442737759846025,0
03_01_0081,0.07794937641207197,0.20430481966272687,0.01592543329069038,0
03_01_0082,0.08157520599663876,0.1547063046073004,0.012620198667319274,0
03_01_0083,0.09994282546123787,0.07986649081045587,0.007982082751270948,0
03_01_0084,0.11193411981233364,0.06669612851702027,0.007465572440442949,0
03_01_0085,0.09164646463373156,0.07587162659891168,0.006953366343800846,0
03_01_0086,0.09007945360449474,0.060132972296804595,0.005416745288110376,0
03_01_0087,0.10008386791248074,0.0644474843612107,0.006450153512099079,0
03_01_0088,0.10488334726764167,0.09778935541257588,0.010256474922816032,0
03_01_0089,0.09772335773253162,0.11463254871990965,0.011202277566347589,0
03_01_0090,0.09072307597792541,0.1509088477915283,0.013690914863932003,0
03_01_0091,0.09545614168826771,0.1686414962605765,0.01609786656157106,0
03_01_0092,0.08913753819207088,0.1641720942727797,0.01463389632331216,0
03_01_0093,0.0885468106520142,0.1348786011558509,0.011943069957555673,0
03_01_0094,0.07994970685599657,0.14485762316241757,0.011581324507691703,0
03_01_0095,0.0751953730032241,0.15648237834580866,0.01176675080814472,0
03_01_0096,0.07324063706348043,0.17131653158364057,0.0125473319126917,0
03_01_0097,0.07717019926343431,0.14717102049410097,0.011357216977332746,0
03_01_0098,0.0747809021732893,0.15274910751829476,0.01142271606638285,0
03_01_0099,0.06403877190461708,0.1356828273396947,0.008688961631380252,0
03_01_0100,0.06450364863146536,0.13516326623970773,0.008718523833407313,0
03_01_0101,0.07747188119433206,0.14574320626799275,0.011291000360874966,0
03_01_0102,0.07783608469209222,0.1618029116017984,0.012594105130864692,0
03_01_0103,0.07939237102612824,0.1694400107437559,0.013452244199639423,0
03_01_0104,0.09234393682003325,0.1591938856028338,0.014700590114243685,0
03_01_0105,0.10823581963940669,0.09890838238739916,0.010705429836908005,0
03_01_0106,0.10777405157877917,0.17326045926660874,0.018672981673562457,0
03_01_0107,0.09123743107496088,0.21779366285568227,0.019870934303358578,0
03_01_0108,0.09458520415700751,0.20049036682666196,0.018963422277813148,0
03_01_0109,0.08899464952903272,0.24633133237383423,0.021922170592629048,1
03_01_0110,0.06543375325024711,0.4078665676463113,0.026688240346393954,1
03_01_0111,0.04626518567557466,0.3610294305034843,0.016703093636590678,1
03_01_0112,0.04692395595630126,0.3905363152149663,0.018325508854483263,1
03_01_0113,0.05636718421498176,0.44445192431272973,0.025052503492438767,1
03_01_0114,0.058697555544490465,0.4164738643611721,0.02444599778616849,1
03_01_0115,0.07195803818111537,0.420697159894782,0.030272542294395525,1
03_01_0116,0.08595264887841293,0.36292994239131215,0.031194789905823087,1
03_01_0117,0.08694767323277088,0.4696326485371255,0.04083346606444672,1
03_01_0118,0.0868883091545565,0.5783754448234428,0.05025406445722344,1
03_01_0119,0.07611647022703752,0.6610924534464926,0.05032002405007914,1
03_01_0120,0.0750317651921775,0.5385248938654512,0.040406473386654845,1
03_01_0121,0.06845275352880995,0.7040755020296864,0.04819590680611125,1
03_01_0122,0.0661707143145698,0.6816958844920872,0.04510830362214388,1
03_01_0123,0.08073706234547844,0.6380931037713077,0.05151776270140391,1
03_01_0124,0.08969184626075023,0.5493020257252972,0.04926791284207203,1
03_01_0125,0.10657951144737628,0.6871914576431575,0.07324052982641809,1
03_01_0126,0.1044070130025506,0.6896989701624381,0.07200940934559544,1
03_01_0127,0.11658243913970337,0.7134709713879734,0.08317818609978346,1
03_01_0128,0.129147565709458,0.7821008367739024,0.10100641920867966,1
03_01_0129,0.10698368506548388,0.7874057711943886,0.08423957104420493,1
03_01_0130,0.11254354224633482,0.7521776669916121,0.08465273904182007,1
03_01_0131,0.11703521893010632,0.7441057835794295,0.08708658328837685,1
03_01_0132,0.12799112752210706,0.7333513067224414,0.09386246061721586,1
03_01_0133,0.12469742862990413,0.7250065232415419,0.0904064491881271,1
03_01_0134,0.10977266169125105,0.8960007990472915,0.09835639258890894,1
03_01_0135,0.12570648942986706,0.7726911456614743,0.097132291334646,1
03_01_0136,0.14229713481383188,0.7857665716789679,0.11181233178240459,1
03_01_0137,0.15798943762253112,0.7948148969443457,0.12557235858224722,1
03_01_0138,0.13457856195667392,0.7462968234643846,0.10043555329467063,1
03_01_0139,0.1313365451057283,0.6264765481404144,0.08227926542252449,1
03_01_0140,0.1445591982181584,0.7770775966308701,0.11233371432225209,1
03_01_0141,0.1463179847098117,0.7630578135691082,0.11164908149850711,1
03_01_0142,0.12887484512393804,0.7522734331966886,0.09694912219407639,1
03_01_0143,0.09322173566397164,0.8099376400256861,0.07550379258277554,1
03_01_0144,0.10476611549192069,0.7572947776999767,0.07933883214194416,1
03_01_0145,0.11072073521384604,0.7526930792712373,0.08333873112728508,1
